@relation final

@attribute Loan_ID {LP001002,LP001003,LP001005,LP001006,LP001008,LP001011,LP001013,LP001014,LP001018,LP001020,LP001024,LP001027,LP001028,LP001029,LP001030,LP001032,LP001034,LP001036,LP001038,LP001041,LP001043,LP001046,LP001047,LP001050,LP001052,LP001066,LP001068,LP001073,LP001086,LP001087,LP001091,LP001095,LP001097,LP001098,LP001100,LP001106,LP001109,LP001112,LP001114,LP001116,LP001119,LP001120,LP001123,LP001131,LP001136,LP001137,LP001138,LP001144,LP001146,LP001151,LP001155,LP001157,LP001164,LP001179,LP001186,LP001194,LP001195,LP001197,LP001198,LP001199,LP001205,LP001206,LP001207,LP001213,LP001222,LP001225,LP001228,LP001233,LP001238,LP001241,LP001243,LP001245,LP001248,LP001250,LP001253,LP001255,LP001256,LP001259,LP001263,LP001264,LP001265,LP001266,LP001267,LP001273,LP001275,LP001279,LP001280,LP001282,LP001289,LP001310,LP001316,LP001318,LP001319,LP001322,LP001325,LP001326,LP001327,LP001333,LP001334,LP001343,LP001345,LP001349,LP001350,LP001356,LP001357,LP001367,LP001369,LP001370,LP001379,LP001384,LP001385,LP001387,LP001391,LP001392,LP001398,LP001401,LP001404,LP001405,LP001421,LP001422,LP001426,LP001430,LP001431,LP001432,LP001439,LP001443,LP001448,LP001449,LP001451,LP001465,LP001469,LP001473,LP001478,LP001482,LP001487,LP001488,LP001489,LP001491,LP001492,LP001493,LP001497,LP001498,LP001504,LP001507,LP001508,LP001514,LP001516,LP001518,LP001519,LP001520,LP001528,LP001529,LP001531,LP001532,LP001535,LP001536,LP001541,LP001543,LP001546,LP001552,LP001560,LP001562,LP001565,LP001570,LP001572,LP001574,LP001577,LP001578,LP001579,LP001580,LP001581,LP001585,LP001586,LP001594,LP001603,LP001606,LP001608,LP001610,LP001616,LP001630,LP001633,LP001634,LP001636,LP001637,LP001639,LP001640,LP001641,LP001643,LP001644,LP001647,LP001653,LP001656,LP001657,LP001658,LP001664,LP001665,LP001666,LP001669,LP001671,LP001673,LP001674,LP001677,LP001682,LP001688,LP001691,LP001692,LP001693,LP001698,LP001699,LP001702,LP001708,LP001711,LP001713,LP001715,LP001716,LP001720,LP001722,LP001726,LP001732,LP001734,LP001736,LP001743,LP001744,LP001749,LP001750,LP001751,LP001754,LP001758,LP001760,LP001761,LP001765,LP001768,LP001770,LP001776,LP001778,LP001784,LP001786,LP001788,LP001790,LP001792,LP001798,LP001800,LP001806,LP001807,LP001811,LP001813,LP001814,LP001819,LP001824,LP001825,LP001835,LP001836,LP001841,LP001843,LP001844,LP001846,LP001849,LP001854,LP001859,LP001864,LP001865,LP001868,LP001870,LP001871,LP001872,LP001875,LP001877,LP001882,LP001883,LP001884,LP001888,LP001891,LP001892,LP001894,LP001896,LP001900,LP001903,LP001904,LP001907,LP001908,LP001910,LP001914,LP001915,LP001917,LP001922,LP001924,LP001925,LP001926,LP001931,LP001935,LP001936,LP001938,LP001940,LP001945,LP001947,LP001949,LP001953,LP001954,LP001955,LP001963,LP001964,LP001972,LP001974,LP001977,LP001978,LP001990,LP001993,LP001994,LP001996,LP001998,LP002002,LP002004,LP002006,LP002008,LP002024,LP002031,LP002035,LP002036,LP002043,LP002050,LP002051,LP002053,LP002054,LP002055,LP002065,LP002067,LP002068,LP002082,LP002086,LP002087,LP002097,LP002098,LP002100,LP002101,LP002103,LP002106,LP002110,LP002112,LP002113,LP002114,LP002115,LP002116,LP002119,LP002126,LP002128,LP002129,LP002130,LP002131,LP002137,LP002138,LP002139,LP002140,LP002141,LP002142,LP002143,LP002144,LP002149,LP002151,LP002158,LP002160,LP002161,LP002170,LP002175,LP002178,LP002180,LP002181,LP002187,LP002188,LP002190,LP002191,LP002194,LP002197,LP002201,LP002205,LP002209,LP002211,LP002219,LP002223,LP002224,LP002225,LP002226,LP002229,LP002231,LP002234,LP002236,LP002237,LP002239,LP002243,LP002244,LP002250,LP002255,LP002262,LP002263,LP002265,LP002266,LP002272,LP002277,LP002281,LP002284,LP002287,LP002288,LP002296,LP002297,LP002300,LP002301,LP002305,LP002308,LP002314,LP002315,LP002317,LP002318,LP002319,LP002328,LP002332,LP002335,LP002337,LP002341,LP002342,LP002345,LP002347,LP002348,LP002357,LP002361,LP002362,LP002364,LP002366,LP002367,LP002368,LP002369,LP002370,LP002377,LP002379,LP002386,LP002387,LP002390,LP002393,LP002398,LP002401,LP002403,LP002407,LP002408,LP002409,LP002418,LP002422,LP002424,LP002429,LP002434,LP002435,LP002443,LP002444,LP002446,LP002447,LP002448,LP002449,LP002453,LP002455,LP002459,LP002467,LP002472,LP002473,LP002478,LP002484,LP002487,LP002489,LP002493,LP002494,LP002500,LP002501,LP002502,LP002505,LP002515,LP002517,LP002519,LP002522,LP002524,LP002527,LP002529,LP002530,LP002531,LP002533,LP002534,LP002536,LP002537,LP002541,LP002543,LP002544,LP002545,LP002547,LP002555,LP002556,LP002560,LP002562,LP002571,LP002582,LP002585,LP002586,LP002587,LP002588,LP002600,LP002602,LP002603,LP002606,LP002615,LP002618,LP002619,LP002622,LP002624,LP002625,LP002626,LP002634,LP002637,LP002640,LP002643,LP002648,LP002652,LP002659,LP002670,LP002682,LP002683,LP002684,LP002689,LP002690,LP002692,LP002693,LP002697,LP002699,LP002705,LP002706,LP002714,LP002716,LP002717,LP002720,LP002723,LP002729,LP002731,LP002732,LP002734,LP002738,LP002739,LP002740,LP002741,LP002743,LP002753,LP002755,LP002757,LP002767,LP002768,LP002772,LP002776,LP002777,LP002778,LP002784,LP002785,LP002788,LP002789,LP002792,LP002794,LP002795,LP002798,LP002804,LP002807,LP002813,LP002820,LP002821,LP002832,LP002833,LP002836,LP002837,LP002840,LP002841,LP002842,LP002847,LP002855,LP002862,LP002863,LP002868,LP002872,LP002874,LP002877,LP002888,LP002892,LP002893,LP002894,LP002898,LP002911,LP002912,LP002916,LP002917,LP002925,LP002926,LP002928,LP002931,LP002933,LP002936,LP002938,LP002940,LP002941,LP002943,LP002945,LP002948,LP002949,LP002950,LP002953,LP002958,LP002959,LP002960,LP002961,LP002964,LP002974,LP002978,LP002979,LP002983,LP002984,LP002990}
@attribute Gender {Male,Female}
@attribute Married {No,Yes}
@attribute Dependents {0,1,2,3+}
@attribute Education {Graduate,'Not Graduate'}
@attribute Self_Employed {No,Yes}
@attribute ApplicantIncome numeric
@attribute CoapplicantIncome numeric
@attribute LoanAmount numeric
@attribute Loan_Amount_Term numeric
@attribute Credit_History {0,1}
@attribute Property_Area {Urban,Rural,Semiurban}
@attribute Loan_Status {true,false}
@attribute LoanAmount_log numeric
@attribute TotalIncome numeric
@attribute TotalIncome_log numeric

@data
LP001492,Male,No,0,Graduate,No,14999,0,242,360,0,Semiurban,false,5.493061,14999,9.615805
LP001493,Male,Yes,2,'Not Graduate',No,4200,1430,129,360,1,Rural,false,4.867534,5630,8.636042
LP001497,Male,Yes,2,Graduate,No,5042,2083,185,360,1,Rural,false,5.225747,7125,8.871505
LP001498,Male,No,0,Graduate,No,5417,0,168,360,1,Urban,true,5.129899,5417,8.597482
LP001504,Male,No,0,Graduate,Yes,6950,0,175,180,1,Semiurban,true,5.170484,6950,8.846641
LP001507,Male,Yes,0,Graduate,No,2698,2034,122,360,1,Semiurban,true,4.812184,4732,8.462315
LP001508,Male,Yes,2,Graduate,No,11757,0,187,180,1,Urban,true,5.236442,11757,9.372289
LP001514,Female,Yes,0,Graduate,No,2330,4486,100,360,1,Semiurban,true,4.615121,6816,8.827175
LP001516,Female,Yes,2,Graduate,No,14866,0,70,360,1,Urban,true,4.26268,14866,9.606899
LP001518,Male,Yes,1,Graduate,No,1538,1425,30,360,1,Urban,true,3.433987,2963,7.994295
LP001519,Female,No,0,Graduate,No,10000,1666,225,360,1,Rural,false,5.420535,11666,9.36452
LP001520,Male,Yes,0,Graduate,No,4860,830,125,360,1,Semiurban,true,4.836282,5690,8.646641
LP001528,Male,No,0,Graduate,No,6277,0,118,360,0,Rural,false,4.779123,6277,8.744807
LP001529,Male,Yes,0,Graduate,Yes,2577,3750,152,360,1,Rural,true,5.030438,6327,8.75274
LP001531,Male,No,0,Graduate,No,9166,0,244,360,1,Urban,false,5.501258,9166,9.123365
LP001532,Male,Yes,2,'Not Graduate',No,2281,0,113,360,1,Rural,false,4.736198,2281,7.732808
LP001535,Male,No,0,Graduate,No,3254,0,50,360,1,Urban,true,3.931826,3254,8.087948
LP001536,Male,Yes,3+,Graduate,No,39999,0,600,180,0,Semiurban,true,6.398595,39999,10.596635
LP001541,Male,Yes,1,Graduate,No,6000,0,160,360,1,Rural,true,5.081404,6000,8.699681
LP001543,Male,Yes,1,Graduate,No,9538,0,187,360,1,Urban,true,5.236442,9538,9.163144
LP001546,Male,No,0,Graduate,No,2980,2083,120,360,1,Rural,true,4.795791,5063,8.529912
LP001552,Male,Yes,0,Graduate,No,4583,5625,255,360,1,Semiurban,true,5.545177,10208,9.231025
LP001560,Male,Yes,0,'Not Graduate',No,1863,1041,98,360,1,Semiurban,true,4.59512,2904,7.974189
LP001562,Male,Yes,0,Graduate,No,7933,0,275,360,1,Urban,false,5.620401,7933,8.978913
LP001565,Male,Yes,1,Graduate,No,3089,1280,121,360,0,Semiurban,false,4.804021,4369,8.382518
LP001570,Male,Yes,2,Graduate,No,4167,1447,158,360,1,Rural,true,5.068904,5614,8.633197
LP001572,Male,Yes,0,Graduate,No,9323,0,75,180,1,Urban,true,4.330733,9323,9.140347
LP001574,Male,Yes,0,Graduate,No,3707,3166,182,84,1,Rural,true,5.209486,6873,8.835501
LP001577,Female,Yes,0,Graduate,No,4583,0,112,360,1,Rural,false,4.727388,4583,8.430327
LP001578,Male,Yes,0,Graduate,No,2439,3333,129,360,1,Rural,true,4.867534,5772,8.660947
LP001579,Male,No,0,Graduate,No,2237,0,63,480,0,Semiurban,false,4.158883,2237,7.713338
LP001580,Male,Yes,2,Graduate,No,8000,0,200,360,1,Semiurban,true,5.303305,8000,8.987322
LP001581,Male,Yes,0,'Not Graduate',No,1820,1769,95,360,1,Rural,true,4.564348,3589,8.185907
LP001585,Male,Yes,3+,Graduate,No,51763,0,700,300,1,Urban,true,6.552508,51763,10.85445
LP001586,Male,Yes,3+,'Not Graduate',No,3522,0,81,180,1,Rural,false,4.406719,3522,8.167068
LP001594,Male,Yes,0,Graduate,No,5708,5625,187,360,1,Semiurban,true,5.236442,11333,9.335562
LP001603,Male,Yes,0,'Not Graduate',Yes,4344,736,87,360,1,Semiurban,false,4.477337,5080,8.533263
LP001606,Male,Yes,0,Graduate,No,3497,1964,116,360,1,Rural,true,4.762174,5461,8.60557
LP001608,Male,Yes,2,Graduate,No,2045,1619,101,360,1,Rural,true,4.624973,3664,8.206584
LP001610,Male,Yes,3+,Graduate,No,5516,11300,495,360,0,Semiurban,false,6.206576,16816,9.730146
LP001616,Male,Yes,1,Graduate,No,3750,0,116,360,1,Semiurban,true,4.762174,3750,8.229778
LP001630,Male,No,0,'Not Graduate',No,2333,1451,102,480,0,Urban,false,4.634729,3784,8.238801
LP001633,Male,Yes,1,Graduate,No,6400,7250,180,360,0,Urban,false,5.198497,13650,9.521568
LP001634,Male,No,0,Graduate,No,1916,5063,67,360,1,Rural,false,4.219508,6979,8.850804
LP001636,Male,Yes,0,Graduate,No,4600,0,73,180,1,Semiurban,true,4.304065,4600,8.434029
LP001637,Male,Yes,1,Graduate,No,33846,0,260,360,1,Semiurban,false,5.56452,33846,10.429606
LP001639,Female,Yes,0,Graduate,No,3625,0,108,360,1,Semiurban,true,4.691348,3625,8.195885
LP001640,Male,Yes,0,Graduate,Yes,39147,4750,120,360,1,Semiurban,true,4.795791,43897,10.689624
LP001641,Male,Yes,1,Graduate,Yes,2178,0,66,300,0,Rural,false,4.204693,2178,7.686621
LP001643,Male,Yes,0,Graduate,No,2383,2138,58,360,1,Rural,true,4.077537,4521,8.41671
LP001644,Male,Yes,0,Graduate,Yes,674,5296,168,360,1,Rural,true,5.129899,5970,8.69467
LP001647,Male,Yes,0,Graduate,No,9328,0,188,180,1,Rural,true,5.241747,9328,9.140883
LP001653,Male,No,0,'Not Graduate',No,4885,0,48,360,1,Rural,true,3.89182,4885,8.494129
LP001656,Male,No,0,Graduate,No,12000,0,164,360,1,Semiurban,false,5.105945,12000,9.392745
LP001657,Male,Yes,0,'Not Graduate',No,6033,0,160,360,1,Urban,false,5.081404,6033,8.705165
LP001658,Male,No,0,Graduate,No,3858,0,76,360,1,Semiurban,true,4.343805,3858,8.258163
LP001664,Male,No,0,Graduate,No,4191,0,120,360,1,Rural,true,4.795791,4191,8.340933
LP001665,Male,Yes,1,Graduate,No,3125,2583,170,360,1,Semiurban,false,5.141664,5708,8.649799
LP001666,Male,No,0,Graduate,No,8333,3750,187,360,1,Rural,true,5.236442,12083,9.399638
LP001669,Female,No,0,'Not Graduate',No,1907,2365,120,84,1,Urban,true,4.795791,4272,8.360071
LP001671,Female,Yes,0,Graduate,No,3416,2816,113,360,1,Semiurban,true,4.736198,6232,8.737613
LP001673,Male,No,0,Graduate,Yes,11000,0,83,360,1,Urban,false,4.430817,11000,9.305741
LP001674,Male,Yes,1,'Not Graduate',No,2600,2500,90,360,1,Semiurban,true,4.51086,5100,8.537192
LP001677,Male,No,2,Graduate,No,4923,0,166,360,0,Semiurban,true,5.117994,4923,8.501876
LP001682,Male,Yes,3+,'Not Graduate',No,3992,0,146,180,1,Urban,false,4.866325,3992,8.292298
LP001688,Male,Yes,1,'Not Graduate',No,3500,1083,135,360,1,Urban,true,4.912655,4583,8.430327
LP001691,Male,Yes,2,'Not Graduate',No,3917,0,124,360,1,Semiurban,true,4.828314,3917,8.273337
LP001692,Female,No,0,'Not Graduate',No,4408,0,120,360,1,Semiurban,true,4.795791,4408,8.391403
LP001693,Female,No,0,Graduate,No,3244,0,80,360,1,Urban,true,4.394449,3244,8.084871
LP001698,Male,No,0,'Not Graduate',No,3975,2531,55,360,1,Rural,true,4.025352,6506,8.780634
LP001699,Male,No,0,Graduate,No,2479,0,59,360,1,Urban,true,4.094345,2479,7.816014
LP001702,Male,No,0,Graduate,No,3418,0,127,360,1,Semiurban,false,4.85203,3418,8.137103
LP001708,Female,No,0,Graduate,No,10000,0,214,360,1,Semiurban,false,5.370638,10000,9.21044
LP001711,Male,Yes,3+,Graduate,No,3430,1250,128,360,0,Semiurban,false,4.859812,4680,8.451267
LP001713,Male,Yes,1,Graduate,Yes,7787,0,240,360,1,Urban,true,5.484797,7787,8.960339
LP001715,Male,Yes,3+,'Not Graduate',Yes,5703,0,130,360,1,Rural,true,4.875197,5703,8.648923
LP001716,Male,Yes,0,Graduate,No,3173,3021,137,360,1,Urban,true,4.927254,6194,8.731498
LP001720,Male,Yes,3+,'Not Graduate',No,3850,983,100,360,1,Semiurban,true,4.615121,4833,8.48343
LP001722,Male,Yes,0,Graduate,No,150,1800,135,360,1,Rural,false,4.912655,1950,7.576097
LP001726,Male,Yes,0,Graduate,No,3727,1775,131,360,1,Semiurban,true,4.882802,5502,8.613049
LP001732,Male,Yes,2,Graduate,No,5000,0,72,360,0,Semiurban,false,4.290459,5000,8.517393
LP001734,Female,Yes,2,Graduate,No,4283,2383,127,360,1,Semiurban,true,4.85203,6666,8.804925
LP001736,Male,Yes,0,Graduate,No,2221,0,60,360,0,Urban,false,4.110874,2221,7.706163
LP001743,Male,Yes,2,Graduate,No,4009,1717,116,360,1,Semiurban,true,4.762174,5726,8.652947
LP001744,Male,No,0,Graduate,No,2971,2791,144,360,1,Semiurban,true,4.976734,5762,8.659213
LP001749,Male,Yes,0,Graduate,No,7578,1010,175,84,1,Semiurban,true,5.170484,8588,9.058238
LP001750,Male,Yes,0,Graduate,No,6250,0,128,360,1,Semiurban,true,4.859812,6250,8.740497
LP001751,Male,Yes,0,Graduate,No,3250,0,170,360,1,Rural,false,5.141664,3250,8.086718
LP001754,Male,Yes,0,'Not Graduate',Yes,4735,0,138,360,1,Urban,false,4.934474,4735,8.462948
LP001758,Male,Yes,2,Graduate,No,6250,1695,210,360,1,Semiurban,true,5.351858,7945,8.980424
LP001760,Male,Yes,0,Graduate,No,4758,0,158,480,1,Semiurban,true,5.068904,4758,8.467793
LP001761,Male,No,0,Graduate,Yes,6400,0,200,360,1,Rural,true,5.303305,6400,8.76421
LP001765,Male,Yes,1,Graduate,No,2491,2054,104,360,1,Semiurban,true,4.65396,4545,8.422003
LP001768,Male,Yes,0,Graduate,No,3716,0,42,180,1,Rural,true,3.7612,3716,8.220672
LP001770,Male,No,0,'Not Graduate',No,3189,2598,120,84,1,Rural,true,4.795791,5787,8.663542
LP001776,Female,No,0,Graduate,No,8333,0,280,360,1,Semiurban,true,5.638355,8333,9.028099
LP001778,Male,Yes,1,Graduate,No,3155,1779,140,360,1,Semiurban,true,4.94876,4934,8.504108
LP001784,Male,Yes,1,Graduate,No,5500,1260,170,360,1,Rural,true,5.141664,6760,8.818926
LP001786,Male,Yes,0,Graduate,No,5746,0,255,360,1,Urban,false,5.545177,5746,8.656433
LP001788,Female,No,0,Graduate,Yes,3463,0,122,360,1,Urban,true,4.812184,3463,8.150179
LP001790,Female,No,1,Graduate,No,3812,0,112,360,1,Rural,true,4.727388,3812,8.246172
LP001792,Male,Yes,1,Graduate,No,3315,0,96,360,1,Semiurban,true,4.574711,3315,8.106515
LP001798,Male,Yes,2,Graduate,No,5819,5000,120,360,1,Rural,true,4.795791,10819,9.289152
LP001800,Male,Yes,1,'Not Graduate',No,2510,1983,140,180,1,Urban,false,4.94876,4493,8.410498
LP001806,Male,No,0,Graduate,No,2965,5701,155,60,1,Urban,true,5.049856,8666,9.067278
LP001807,Male,Yes,2,Graduate,Yes,6250,1300,108,360,1,Rural,true,4.691348,7550,8.929435
LP001811,Male,Yes,0,'Not Graduate',No,3406,4417,123,360,1,Semiurban,true,4.820282,7823,8.964951
LP001813,Male,No,0,Graduate,Yes,6050,4333,120,180,1,Urban,false,4.795791,10383,9.248021
LP001814,Male,Yes,2,Graduate,No,9703,0,112,360,1,Urban,true,4.727388,9703,9.180293
LP001819,Male,Yes,1,'Not Graduate',No,6608,0,137,180,1,Urban,true,4.927254,6608,8.796188
LP001824,Male,Yes,1,Graduate,No,2882,1843,123,480,1,Semiurban,true,4.820282,4725,8.460834
LP001825,Male,Yes,0,Graduate,No,1809,1868,90,360,1,Urban,true,4.51086,3677,8.210124
LP001835,Male,Yes,0,'Not Graduate',No,1668,3890,201,360,0,Semiurban,false,5.308268,5558,8.623174
LP001836,Female,No,2,Graduate,No,3427,0,138,360,1,Urban,false,4.934474,3427,8.139732
LP001841,Male,No,0,'Not Graduate',Yes,2583,2167,104,360,1,Rural,true,4.65396,4750,8.46611
LP001843,Male,Yes,1,'Not Graduate',No,2661,7101,279,180,1,Semiurban,true,5.63479,9762,9.186355
LP001844,Male,No,0,Graduate,Yes,16250,0,192,360,0,Urban,false,5.26269,16250,9.69591
LP001846,Female,No,3+,Graduate,No,3083,0,255,360,1,Rural,true,5.545177,3083,8.033983
LP001849,Male,No,0,'Not Graduate',No,6045,0,115,360,0,Rural,false,4.75359,6045,8.707152
LP001854,Male,Yes,3+,Graduate,No,5250,0,94,360,1,Urban,false,4.553877,5250,8.566174
LP001859,Male,Yes,0,Graduate,No,14683,2100,304,360,1,Rural,false,5.720312,16783,9.728181
LP001864,Male,Yes,3+,'Not Graduate',No,4931,0,128,360,1,Semiurban,false,4.859812,4931,8.5035
LP001865,Male,Yes,1,Graduate,No,6083,4250,330,360,1,Urban,true,5.802118,10333,9.243195
LP001868,Male,No,0,Graduate,No,2060,2209,134,360,1,Semiurban,true,4.905275,4269,8.359369
LP001870,Female,No,1,Graduate,No,3481,0,155,36,1,Semiurban,false,5.049856,3481,8.155362
LP001871,Female,No,0,Graduate,No,7200,0,120,360,1,Rural,true,4.795791,7200,8.881975
LP001872,Male,No,0,Graduate,Yes,5166,0,128,360,1,Semiurban,true,4.859812,5166,8.550048
LP001875,Male,No,0,Graduate,No,4095,3447,151,360,1,Rural,true,5.023881,7542,8.928375
LP001877,Male,Yes,2,Graduate,No,4708,1387,150,360,1,Semiurban,true,5.01728,6095,8.715388
LP001882,Male,Yes,3+,Graduate,No,4333,1811,160,360,0,Urban,true,5.081404,6144,8.723394
LP001883,Female,No,0,Graduate,No,3418,0,135,360,1,Rural,false,4.912655,3418,8.137103
LP001884,Female,No,1,Graduate,No,2876,1560,90,360,1,Urban,true,4.51086,4436,8.397734
LP001888,Female,No,0,Graduate,No,3237,0,30,360,1,Urban,true,3.433987,3237,8.082711
LP001891,Male,Yes,0,Graduate,No,11146,0,136,360,1,Urban,true,4.919981,11146,9.318926
LP001892,Male,No,0,Graduate,No,2833,1857,126,360,1,Rural,true,4.844187,4690,8.453401
LP001894,Male,Yes,0,Graduate,No,2620,2223,150,360,1,Semiurban,true,5.01728,4843,8.485496
LP001896,Male,Yes,2,Graduate,No,3900,0,90,360,1,Semiurban,true,4.51086,3900,8.268988
LP001900,Male,Yes,1,Graduate,No,2750,1842,115,360,1,Semiurban,true,4.75359,4592,8.432289
LP001903,Male,Yes,0,Graduate,No,3993,3274,207,360,1,Semiurban,true,5.337538,7267,8.891236
LP001904,Male,Yes,0,Graduate,No,3103,1300,80,360,1,Urban,true,4.394449,4403,8.390268
LP001907,Male,Yes,0,Graduate,No,14583,0,436,360,1,Semiurban,true,6.079933,14583,9.58768
LP001908,Female,Yes,0,'Not Graduate',No,4100,0,124,360,1,Rural,true,4.828314,4100,8.318986
LP001910,Male,No,1,'Not Graduate',Yes,4053,2426,158,360,0,Urban,false,5.068904,6479,8.776476
LP001914,Male,Yes,0,Graduate,No,3927,800,112,360,1,Semiurban,true,4.727388,4727,8.461258
LP001915,Male,Yes,2,Graduate,No,2301,985.799988,78,180,1,Urban,true,4.369448,3286.799988,8.097974
LP001917,Female,No,0,Graduate,No,1811,1666,54,360,1,Urban,true,4.007333,3477,8.154213
LP001922,Male,Yes,0,Graduate,No,20667,0,146,360,1,Rural,false,4.866325,20667,9.936342
LP001924,Male,No,0,Graduate,No,3158,3053,89,360,1,Rural,true,4.49981,6211,8.734238
LP001925,Female,No,0,Graduate,Yes,2600,1717,99,300,1,Semiurban,false,4.60517,4317,8.370548
LP001926,Male,Yes,0,Graduate,No,3704,2000,120,360,1,Rural,true,4.795791,5704,8.649098
LP001931,Female,No,0,Graduate,No,4124,0,115,360,1,Semiurban,true,4.75359,4124,8.324821
LP001935,Male,No,0,Graduate,No,9508,0,187,360,1,Rural,true,5.236442,9508,9.159994
LP001936,Male,Yes,0,Graduate,No,3075,2416,139,360,1,Rural,true,4.941642,5491,8.611048
LP001938,Male,Yes,2,Graduate,No,4400,0,127,360,0,Semiurban,false,4.85203,4400,8.389587
LP001940,Male,Yes,2,Graduate,No,3153,1560,134,360,1,Urban,true,4.905275,4713,8.458292
LP001945,Female,No,0,Graduate,No,5417,0,143,480,0,Urban,false,4.969813,5417,8.597482
LP001947,Male,Yes,0,Graduate,No,2383,3334,172,360,1,Semiurban,true,5.153292,5717,8.651374
LP001949,Male,Yes,3+,Graduate,No,4416,1250,110,360,1,Urban,true,4.70953,5666,8.642415
LP001953,Male,Yes,1,Graduate,No,6875,0,200,360,1,Semiurban,true,5.303305,6875,8.835792
LP001954,Female,Yes,1,Graduate,No,4666,0,135,360,1,Urban,true,4.912655,4666,8.448272
LP001955,Female,No,0,Graduate,No,5000,2541,151,480,1,Rural,false,5.023881,7541,8.928243
LP001963,Male,Yes,1,Graduate,No,2014,2925,113,360,1,Urban,false,4.736198,4939,8.505121
LP001964,Male,Yes,0,'Not Graduate',No,1800,2934,93,360,0,Urban,false,4.543295,4734,8.462737
LP001972,Male,Yes,0,'Not Graduate',No,2875,1750,105,360,1,Semiurban,true,4.663439,4625,8.439448
LP001974,Female,No,0,Graduate,No,5000,0,132,360,1,Rural,true,4.890349,5000,8.517393
LP001977,Male,Yes,1,Graduate,No,1625,1803,96,360,1,Urban,true,4.574711,3428,8.140024
LP001978,Male,No,0,Graduate,No,4000,2500,140,360,1,Rural,true,4.94876,6500,8.779711
LP001990,Male,No,0,'Not Graduate',No,2000,0,146,360,1,Urban,false,4.866325,2000,7.601402
LP001993,Female,No,0,Graduate,No,3762,1666,135,360,1,Rural,true,4.912655,5428,8.59951
LP001994,Female,No,0,Graduate,No,2400,1863,104,360,0,Urban,false,4.65396,4263,8.357963
LP001996,Male,No,0,Graduate,No,20233,0,480,360,1,Rural,false,6.175867,20233,9.91512
LP001998,Male,Yes,2,'Not Graduate',No,7667,0,185,360,1,Rural,true,5.225747,7667,8.944811
LP002002,Female,No,0,Graduate,No,2917,0,84,360,1,Semiurban,true,4.442651,2917,7.978654
LP002004,Male,No,0,'Not Graduate',No,2927,2405,111,360,1,Semiurban,true,4.718499,5332,8.581669
LP002006,Female,No,0,Graduate,No,2507,0,56,360,1,Rural,true,4.043051,2507,7.827241
LP002008,Male,Yes,2,Graduate,Yes,5746,0,144,84,1,Rural,true,4.976734,5746,8.656433
LP002024,Male,Yes,0,Graduate,No,2473,1843,159,360,1,Rural,false,5.075174,4316,8.370316
LP002031,Male,Yes,1,'Not Graduate',No,3399,1640,111,180,1,Urban,true,4.718499,5039,8.525161
LP002035,Male,Yes,2,Graduate,No,3717,0,120,360,1,Semiurban,true,4.795791,3717,8.220941
LP002036,Male,Yes,0,Graduate,No,2058,2134,88,360,1,Urban,true,4.488636,4192,8.341172
LP002043,Female,No,1,Graduate,No,3541,0,112,360,1,Semiurban,true,4.727388,3541,8.172447
LP002050,Male,Yes,1,Graduate,Yes,10000,0,155,360,1,Rural,false,5.049856,10000,9.21044
LP002051,Male,Yes,0,Graduate,No,2400,2167,115,360,1,Semiurban,true,4.75359,4567,8.426831
LP002053,Male,Yes,3+,Graduate,No,4342,189,124,360,1,Semiurban,true,4.828314,4531,8.418919
LP002054,Male,Yes,2,'Not Graduate',No,3601,1590,146,360,1,Rural,true,4.866325,5191,8.554874
LP002055,Female,No,0,Graduate,No,3166,2985,132,360,1,Rural,true,4.890349,6151,8.724533
LP002065,Male,Yes,3+,Graduate,No,15000,0,300,360,1,Rural,true,5.70711,15000,9.615872
LP002067,Male,Yes,1,Graduate,Yes,8666,4983,376,360,0,Rural,false,5.932245,13649,9.521495
LP002068,Male,No,0,Graduate,No,4917,0,130,360,0,Rural,true,4.875197,4917,8.500657
LP002082,Male,Yes,0,Graduate,Yes,5818,2160,184,360,1,Semiurban,true,5.220356,7978,8.984568
LP002086,Female,Yes,0,Graduate,No,4333,2451,110,360,1,Urban,false,4.70953,6784,8.82247
LP002087,Female,No,0,Graduate,No,2500,0,67,360,1,Urban,true,4.219508,2500,7.824446
LP002097,Male,No,1,Graduate,No,4384,1793,117,360,1,Urban,true,4.770685,6177,8.72875
LP002098,Male,No,0,Graduate,No,2935,0,98,360,1,Semiurban,true,4.59512,2935,7.984803
LP002100,Male,No,0,Graduate,No,2833,0,71,360,1,Urban,true,4.276666,2833,7.949444
LP002101,Male,Yes,0,Graduate,No,63337,0,490,180,1,Urban,true,6.196444,63337,11.056241
LP002103,Male,Yes,1,Graduate,Yes,9833,1833,182,180,1,Urban,true,5.209486,11666,9.36452
LP002106,Male,Yes,0,Graduate,Yes,5503,4490,70,84,1,Semiurban,true,4.26268,9993,9.20974
LP002110,Male,Yes,1,Graduate,No,5250,688,160,360,1,Rural,true,5.081404,5938,8.689296
LP002112,Male,Yes,2,Graduate,Yes,2500,4600,176,360,1,Rural,true,5.17615,7100,8.867991
LP002113,Female,No,3+,'Not Graduate',No,1830,0,146,360,0,Urban,false,4.866325,1830,7.512618
LP002114,Female,No,0,Graduate,No,4160,0,71,360,1,Semiurban,true,4.276666,4160,8.333511
LP002115,Male,Yes,3+,'Not Graduate',No,2647,1587,173,360,1,Rural,false,5.159055,4234,8.351139
